	domain	phylum	class	order	family	genus	species
ASV_5247	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5248	NA	NA	NA	NA	NA	NA	NA
ASV_5249	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5250	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5251	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5252	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5253	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5254	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	NA
ASV_5255	NA	NA	NA	NA	NA	NA	NA
ASV_5256	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalibacillus	NA
ASV_5257	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5258	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_5259	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5260	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV_5261	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomicrobium	NA
ASV_5262	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5263	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5264	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5265	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV_5266	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
ASV_5267	NA	NA	NA	NA	NA	NA	NA
ASV_5268	NA	NA	NA	NA	NA	NA	NA
ASV_5269	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium	NA
ASV_5270	NA	NA	NA	NA	NA	NA	NA
ASV_5271	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5272	NA	NA	NA	NA	NA	NA	NA
ASV_5273	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_5274	NA	NA	NA	NA	NA	NA	NA
ASV_5275	NA	NA	NA	NA	NA	NA	NA
ASV_5276	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_5277	NA	NA	NA	NA	NA	NA	NA
ASV_5278	NA	NA	NA	NA	NA	NA	NA
ASV_5279	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5280	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5281	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5282	NA	NA	NA	NA	NA	NA	NA
ASV_5283	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5284	NA	NA	NA	NA	NA	NA	NA
ASV_5285	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5286	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_5287	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA
ASV_5288	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5289	NA	NA	NA	NA	NA	NA	NA
ASV_5290	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	NA	NA
ASV_5291	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_5292	NA	NA	NA	NA	NA	NA	NA
ASV_5293	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5294	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5295	NA	NA	NA	NA	NA	NA	NA
ASV_5296	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_5297	NA	NA	NA	NA	NA	NA	NA
ASV_5298	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5299	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5300	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5301	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5302	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5303	NA	NA	NA	NA	NA	NA	NA
ASV_5304	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5305	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5306	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5307	NA	NA	NA	NA	NA	NA	NA
ASV_5308	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5309	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	NA
ASV_5310	NA	NA	NA	NA	NA	NA	NA
ASV_5311	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5312	NA	NA	NA	NA	NA	NA	NA
ASV_5313	NA	NA	NA	NA	NA	NA	NA
ASV_5314	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5315	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_5316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas	NA
ASV_5317	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5318	NA	NA	NA	NA	NA	NA	NA
ASV_5319	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5320	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5321	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincola	NA
ASV_5322	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5323	NA	NA	NA	NA	NA	NA	NA
ASV_5324	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	NA	NA
ASV_5325	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	E6aC02	NA	NA
ASV_5326	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5327	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas	NA
ASV_5328	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5329	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5330	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5331	NA	NA	NA	NA	NA	NA	NA
ASV_5332	NA	NA	NA	NA	NA	NA	NA
ASV_5333	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_5334	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5335	NA	NA	NA	NA	NA	NA	NA
ASV_5336	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5337	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5338	NA	NA	NA	NA	NA	NA	NA
ASV_5339	NA	NA	NA	NA	NA	NA	NA
ASV_5340	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5341	NA	NA	NA	NA	NA	NA	NA
ASV_5342	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkalitalea	NA
ASV_5343	NA	NA	NA	NA	NA	NA	NA
ASV_5344	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_5345	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5346	NA	NA	NA	NA	NA	NA	NA
ASV_5347	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5348	NA	NA	NA	NA	NA	NA	NA
ASV_5349	NA	NA	NA	NA	NA	NA	NA
ASV_5350	NA	NA	NA	NA	NA	NA	NA
ASV_5351	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5352	NA	NA	NA	NA	NA	NA	NA
ASV_5353	NA	NA	NA	NA	NA	NA	NA
ASV_5354	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5355	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_5356	NA	NA	NA	NA	NA	NA	NA
ASV_5357	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5358	NA	NA	NA	NA	NA	NA	NA
ASV_5359	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_5360	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5361	NA	NA	NA	NA	NA	NA	NA
ASV_5362	NA	NA	NA	NA	NA	NA	NA
ASV_5363	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5364	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5365	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5367	NA	NA	NA	NA	NA	NA	NA
ASV_5368	NA	NA	NA	NA	NA	NA	NA
ASV_5369	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5370	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5371	NA	NA	NA	NA	NA	NA	NA
ASV_5372	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5373	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5374	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5375	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5376	NA	NA	NA	NA	NA	NA	NA
ASV_5377	NA	NA	NA	NA	NA	NA	NA
ASV_5378	NA	NA	NA	NA	NA	NA	NA
ASV_5379	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Candidatus Contubernalis	NA
ASV_5380	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5381	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5382	NA	NA	NA	NA	NA	NA	NA
ASV_5383	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5384	NA	NA	NA	NA	NA	NA	NA
ASV_5385	NA	NA	NA	NA	NA	NA	NA
ASV_5386	NA	NA	NA	NA	NA	NA	NA
ASV_5387	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5388	NA	NA	NA	NA	NA	NA	NA
ASV_5389	NA	NA	NA	NA	NA	NA	NA
ASV_5390	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5391	NA	NA	NA	NA	NA	NA	NA
ASV_5392	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5393	NA	NA	NA	NA	NA	NA	NA
ASV_5394	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5395	NA	NA	NA	NA	NA	NA	NA
ASV_5396	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5397	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_5399	NA	NA	NA	NA	NA	NA	NA
ASV_5400	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	NA
ASV_5401	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5402	NA	NA	NA	NA	NA	NA	NA
ASV_5403	NA	NA	NA	NA	NA	NA	NA
ASV_5404	NA	NA	NA	NA	NA	NA	NA
ASV_5405	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5406	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5407	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5408	NA	NA	NA	NA	NA	NA	NA
ASV_5409	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5410	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5411	NA	NA	NA	NA	NA	NA	NA
ASV_5412	NA	NA	NA	NA	NA	NA	NA
ASV_5413	NA	NA	NA	NA	NA	NA	NA
ASV_5414	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5415	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5416	NA	NA	NA	NA	NA	NA	NA
ASV_5417	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5418	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_5419	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5420	NA	NA	NA	NA	NA	NA	NA
ASV_5421	NA	NA	NA	NA	NA	NA	NA
ASV_5422	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5423	NA	NA	NA	NA	NA	NA	NA
ASV_5424	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5425	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_5426	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5427	NA	NA	NA	NA	NA	NA	NA
ASV_5428	NA	NA	NA	NA	NA	NA	NA
ASV_5429	NA	NA	NA	NA	NA	NA	NA
ASV_5430	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5431	NA	NA	NA	NA	NA	NA	NA
ASV_5432	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA
ASV_5433	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5434	NA	NA	NA	NA	NA	NA	NA
ASV_5435	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5436	NA	NA	NA	NA	NA	NA	NA
ASV_5437	NA	NA	NA	NA	NA	NA	NA
ASV_5438	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA
ASV_5439	NA	NA	NA	NA	NA	NA	NA
ASV_5440	NA	NA	NA	NA	NA	NA	NA
ASV_5441	NA	NA	NA	NA	NA	NA	NA
ASV_5442	NA	NA	NA	NA	NA	NA	NA
ASV_5443	NA	NA	NA	NA	NA	NA	NA
ASV_5444	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5445	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5446	NA	NA	NA	NA	NA	NA	NA
ASV_5447	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5448	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5449	NA	NA	NA	NA	NA	NA	NA
ASV_5450	NA	NA	NA	NA	NA	NA	NA
ASV_5451	NA	NA	NA	NA	NA	NA	NA
ASV_5452	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
ASV_5453	NA	NA	NA	NA	NA	NA	NA
ASV_5454	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5455	NA	NA	NA	NA	NA	NA	NA
ASV_5456	NA	NA	NA	NA	NA	NA	NA
ASV_5457	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5458	NA	NA	NA	NA	NA	NA	NA
ASV_5459	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	NA
ASV_5460	NA	NA	NA	NA	NA	NA	NA
ASV_5461	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5462	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_5463	NA	NA	NA	NA	NA	NA	NA
ASV_5464	NA	NA	NA	NA	NA	NA	NA
ASV_5465	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5466	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5467	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5468	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
ASV_5469	NA	NA	NA	NA	NA	NA	NA
ASV_5470	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5471	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5472	NA	NA	NA	NA	NA	NA	NA
ASV_5473	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5474	NA	NA	NA	NA	NA	NA	NA
ASV_5475	NA	NA	NA	NA	NA	NA	NA
ASV_5476	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5477	NA	NA	NA	NA	NA	NA	NA
ASV_5478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5479	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	NA	NA
ASV_5480	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_5481	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_5482	NA	NA	NA	NA	NA	NA	NA
ASV_5483	NA	NA	NA	NA	NA	NA	NA
ASV_5484	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Candidatus Contubernalis	NA
ASV_5485	NA	NA	NA	NA	NA	NA	NA
ASV_5486	NA	NA	NA	NA	NA	NA	NA
ASV_5487	NA	NA	NA	NA	NA	NA	NA
ASV_5488	NA	NA	NA	NA	NA	NA	NA
ASV_5489	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_5490	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5491	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_5492	NA	NA	NA	NA	NA	NA	NA
ASV_5493	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5494	NA	NA	NA	NA	NA	NA	NA
ASV_5495	NA	NA	NA	NA	NA	NA	NA
ASV_5496	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5497	Archaea	Asgardarchaeota	Heimdallarchaeia	NA	NA	NA	NA
ASV_5498	Archaea	Asgardarchaeota	NA	NA	NA	NA	NA
ASV_5499	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	NA
ASV_5500	NA	NA	NA	NA	NA	NA	NA
ASV_5501	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	NA	NA
ASV_5502	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5503	NA	NA	NA	NA	NA	NA	NA
ASV_5504	Bacteria	Nitrospirota	4-29-1	NA	NA	NA	NA
ASV_5505	NA	NA	NA	NA	NA	NA	NA
ASV_5506	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5507	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_5508	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5509	NA	NA	NA	NA	NA	NA	NA
ASV_5510	NA	NA	NA	NA	NA	NA	NA
ASV_5511	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5512	NA	NA	NA	NA	NA	NA	NA
ASV_5513	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5514	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_5515	NA	NA	NA	NA	NA	NA	NA
ASV_5516	NA	NA	NA	NA	NA	NA	NA
ASV_5517	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5518	NA	NA	NA	NA	NA	NA	NA
ASV_5519	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5520	NA	NA	NA	NA	NA	NA	NA
ASV_5521	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5522	NA	NA	NA	NA	NA	NA	NA
ASV_5523	Bacteria	Caldatribacteriota	JS1	NA	NA	NA	NA
ASV_5524	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5525	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_5526	NA	NA	NA	NA	NA	NA	NA
ASV_5527	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5528	NA	NA	NA	NA	NA	NA	NA
ASV_5529	NA	NA	NA	NA	NA	NA	NA
ASV_5530	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5531	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5532	NA	NA	NA	NA	NA	NA	NA
ASV_5533	NA	NA	NA	NA	NA	NA	NA
ASV_5534	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5535	NA	NA	NA	NA	NA	NA	NA
ASV_5536	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_5537	NA	NA	NA	NA	NA	NA	NA
ASV_5538	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	NA
ASV_5539	Bacteria	Gemmatimonadota	MD2902-B12	NA	NA	NA	NA
ASV_5540	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5541	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5542	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_5543	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5544	NA	NA	NA	NA	NA	NA	NA
ASV_5545	NA	NA	NA	NA	NA	NA	NA
ASV_5546	NA	NA	NA	NA	NA	NA	NA
ASV_5547	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_5548	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5549	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5550	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_5551	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV_5552	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5553	NA	NA	NA	NA	NA	NA	NA
ASV_5554	NA	NA	NA	NA	NA	NA	NA
ASV_5555	NA	NA	NA	NA	NA	NA	NA
ASV_5556	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	BSN166	NA	NA
ASV_5557	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_5558	NA	NA	NA	NA	NA	NA	NA
ASV_5559	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5560	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5561	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5562	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5563	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5564	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5565	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5566	NA	NA	NA	NA	NA	NA	NA
ASV_5567	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA
ASV_5568	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5569	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5570	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5571	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5572	NA	NA	NA	NA	NA	NA	NA
ASV_5573	NA	NA	NA	NA	NA	NA	NA
ASV_5574	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5575	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5576	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5577	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5578	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5579	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5580	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5581	NA	NA	NA	NA	NA	NA	NA
ASV_5582	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5583	NA	NA	NA	NA	NA	NA	NA
ASV_5584	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5585	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_5586	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	NA	NA
ASV_5587	NA	NA	NA	NA	NA	NA	NA
ASV_5588	NA	NA	NA	NA	NA	NA	NA
ASV_5589	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_5590	NA	NA	NA	NA	NA	NA	NA
ASV_5591	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	NA	NA
ASV_5592	NA	NA	NA	NA	NA	NA	NA
ASV_5593	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Hydrogenophilus	NA
ASV_5594	NA	NA	NA	NA	NA	NA	NA
ASV_5595	NA	NA	NA	NA	NA	NA	NA
ASV_5596	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	NA
ASV_5597	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5598	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5599	Bacteria	Acidobacteriota	Subgroup 18	NA	NA	NA	NA
ASV_5600	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_5601	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA	NA
ASV_5602	Bacteria	Actinobacteriota	RBG-16-55-12	NA	NA	NA	NA
ASV_5603	NA	NA	NA	NA	NA	NA	NA
ASV_5604	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_5605	NA	NA	NA	NA	NA	NA	NA
ASV_5606	NA	NA	NA	NA	NA	NA	NA
ASV_5607	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	NA	NA
ASV_5608	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5609	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5610	Bacteria	Gemmatimonadota	MD2902-B12	NA	NA	NA	NA
ASV_5611	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
ASV_5612	NA	NA	NA	NA	NA	NA	NA
ASV_5613	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5614	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_5615	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5616	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5617	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	NA
ASV_5618	NA	NA	NA	NA	NA	NA	NA
ASV_5619	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	NA	NA
ASV_5620	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5621	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_5622	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	NA
ASV_5623	NA	NA	NA	NA	NA	NA	NA
ASV_5624	NA	NA	NA	NA	NA	NA	NA
ASV_5625	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5626	NA	NA	NA	NA	NA	NA	NA
ASV_5627	NA	NA	NA	NA	NA	NA	NA
ASV_5628	NA	NA	NA	NA	NA	NA	NA
ASV_5629	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA
ASV_5630	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	NA
ASV_5631	NA	NA	NA	NA	NA	NA	NA
ASV_5632	NA	NA	NA	NA	NA	NA	NA
ASV_5633	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5634	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5635	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5636	NA	NA	NA	NA	NA	NA	NA
ASV_5637	NA	NA	NA	NA	NA	NA	NA
ASV_5638	Bacteria	NA	NA	NA	NA	NA	NA
